umap_1,umap_2,cluster,batch,layer
12.085498,1.2710634,2,2,Layer_1
14.210787,5.8500385,4,2,Layer_3
9.807281,5.3819165,2,2,Layer_1
13.751272,3.1808555,0,2,Layer_3
2.806391,7.976828,6,2,WM
14.283991,6.2010384,4,2,Layer_3
5.156035,7.609619,5,2,WM
10.513687,7.491315,1,2,Layer_5
12.139529,9.125802,1,2,Layer_5
2.2666998,6.971136,6,2,WM
2.2204547,7.8691626,6,2,WM
8.615279,6.8755403,3,2,Layer_5
14.168503,5.429579,4,2,Layer_3
8.806709,7.1949105,3,2,Layer_6
7.4163694,7.4876757,3,2,Layer_6
11.323277,6.72733,1,2,Layer_3
10.231994,3.654461,2,2,Layer_1
11.469803,5.1709476,0,2,Layer_3
8.303943,5.909751,3,2,Layer_6
8.398597,8.092694,3,2,Layer_6
9.346313,5.0760255,2,2,Layer_1
9.011589,8.010628,3,2,Layer_6
12.457948,3.1361456,0,2,Layer_3
12.270007,5.795454,4,2,Layer_3
8.083022,8.212977,3,2,Layer_6
12.4982395,6.951443,4,2,Layer_4
8.841172,6.863602,3,2,Layer_5
11.675719,2.5014453,2,2,Layer_2
3.2726898,7.5356617,6,2,WM
11.947574,6.0151033,4,2,Layer_3
11.800638,8.4598675,1,2,Layer_5
11.20234,6.796153,4,2,Layer_4
8.687131,8.207868,3,2,Layer_5
9.680032,7.6413856,3,2,Layer_5
13.183223,3.238756,0,2,Layer_3
8.576741,6.5141034,3,2,Layer_5
10.7460985,2.184828,2,2,Layer_1
11.338005,8.804747,1,2,Layer_5
8.163338,9.417336,3,2,Layer_6
10.69525,8.291999,1,2,Layer_5
10.675096,8.497705,1,2,Layer_5
10.387312,8.017167,1,2,Layer_5
11.743248,9.366218,1,2,Layer_5
8.762633,7.7786093,3,2,Layer_6
11.538617,7.205347,1,2,Layer_5
13.305055,5.12257,0,2,Layer_3
13.662686,5.029827,4,2,Layer_3
3.5904715,8.589134,6,2,WM
11.470834,5.7960014,4,2,Layer_5
2.7919335,7.6708484,6,2,WM
11.822803,1.3424878,2,2,Layer_2
13.351915,2.7531536,0,2,Layer_3
2.484384,7.7314625,6,2,WM
10.920948,7.7609553,1,2,Layer_5
9.85537,5.7067294,2,2,Layer_5
7.2869744,5.42876,3,2,Layer_6
8.019679,7.9520445,3,2,Layer_6
9.436874,7.4214387,1,2,Layer_5
8.490095,5.527646,3,2,Layer_6
11.617477,6.500118,1,2,Layer_4
13.465011,5.9701953,4,2,Layer_4
10.024337,3.3189006,2,2,Layer_1
10.382084,5.1129665,2,2,Layer_1
11.97576,4.3380923,0,2,Layer_3
7.5684624,6.9799376,3,2,Layer_6
11.603115,8.080569,1,2,Layer_5
13.4868555,4.325336,0,2,Layer_3
10.49508,8.877957,1,2,Layer_5
12.716365,6.400419,4,2,Layer_4
4.3519382,7.1196833,6,2,WM
13.441559,2.6496813,0,2,Layer_2
11.06251,8.026118,1,2,Layer_5
3.5738194,7.2532196,6,2,WM
3.3382928,8.157736,6,2,WM
12.11908,8.1119585,4,2,Layer_5
3.4817784,6.940741,6,2,WM
10.634529,9.068569,1,2,Layer_5
10.954306,4.5469007,2,2,Layer_3
13.775217,4.0601177,0,2,Layer_3
11.112976,5.2006545,4,2,Layer_3
10.935663,4.9475822,0,2,Layer_3
12.757519,6.722177,4,2,Layer_4
13.028895,5.2797747,4,2,Layer_3
12.182973,1.3651505,2,2,Layer_1
10.531694,9.166678,1,2,Layer_5
13.18745,4.143646,0,2,Layer_3
8.687834,9.06645,3,2,Layer_6
11.079882,2.1994712,2,2,Layer_1
8.768624,6.5190716,3,2,Layer_5
8.130215,7.317752,3,2,Layer_5
14.312343,6.748877,4,2,Layer_3
11.812977,9.124211,1,2,Layer_5
3.0811026,8.393339,6,2,WM
11.39431,5.2596374,4,2,Layer_4
12.050264,2.5156727,0,2,Layer_3
13.686528,4.783399,4,2,Layer_3
3.2739766,7.5089498,6,2,WM
10.90763,4.314084,2,2,Layer_1
7.9667044,8.931116,3,2,Layer_6
7.2668357,5.4480114,3,2,Layer_6
8.4961405,7.1718435,3,2,Layer_6
11.608994,8.456541,1,2,Layer_5
4.405782,7.5358605,6,2,WM
2.4030173,7.6081147,6,2,WM
12.65412,7.9744687,1,2,Layer_5
11.519682,7.0562263,4,2,Layer_4
8.576866,6.378777,3,2,Layer_5
10.712393,7.373048,1,2,Layer_5
8.404179,7.2774115,3,2,Layer_6
5.5226192,8.244667,5,2,WM
12.797032,5.8878365,4,2,Layer_5
8.312796,6.12033,5,2,WM
12.104583,5.486287,4,2,Layer_4
12.937162,4.2878637,0,2,Layer_3
5.9099255,7.49296,3,2,WM
11.448998,7.145324,4,2,Layer_4
11.130021,8.560485,1,2,Layer_5
8.258264,7.434571,3,2,Layer_6
8.106093,8.274861,3,2,Layer_5
5.553661,7.2233543,5,2,WM
2.4745731,7.358487,6,2,WM
3.9375036,7.4771667,6,2,WM
12.172121,7.214284,4,2,Layer_3
3.6189597,7.2399936,6,2,WM
14.003144,3.1479886,0,2,Layer_2
13.711221,2.8950572,0,2,Layer_2
7.4797106,6.780973,3,2,Layer_6
7.924542,5.5728717,3,2,Layer_6
11.611617,3.1117892,0,2,Layer_1
5.4032354,8.780273,5,2,WM
11.26838,4.8914194,0,2,Layer_3
11.277604,9.503465,1,2,Layer_5
9.351942,4.363723,5,2,WM
2.6634378,6.430495,6,2,WM
13.537679,4.273418,0,2,Layer_3
5.878052,6.9577193,5,2,WM
13.120691,6.74529,4,2,Layer_3
8.569188,5.647458,0,2,Layer_2
7.193335,7.4045057,3,2,Layer_6
8.086663,5.756202,3,2,Layer_6
10.43344,3.1264272,2,2,Layer_1
7.6306825,7.008784,3,2,Layer_6
6.3876576,7.9273343,3,2,Layer_6
10.402301,2.5035374,2,2,Layer_1
2.3016062,7.843704,6,2,WM
11.067725,7.4188905,1,2,Layer_5
14.223593,6.9145536,0,2,Layer_3
12.744601,6.2148776,4,2,Layer_3
13.510749,4.1383467,0,2,Layer_3
10.27621,7.6296854,1,2,Layer_5
8.699809,7.8634257,3,2,Layer_6
12.857364,6.6969833,4,2,Layer_3
14.283615,6.223016,4,2,Layer_3
8.335868,8.448546,3,2,Layer_6
13.16664,6.6412516,4,2,Layer_4
3.8997374,7.2774167,6,2,WM
13.116746,5.7858853,4,2,Layer_3
2.0175161,7.0252767,6,2,WM
9.859105,9.2276745,1,2,Layer_5
10.2170315,4.4348936,2,2,Layer_1
7.5216126,6.71442,3,2,Layer_6
10.861151,8.5340395,1,2,Layer_5
11.109144,3.6309776,2,2,Layer_2
7.8615623,8.432567,3,2,Layer_6
13.344643,5.8895636,0,2,Layer_3
9.3097,4.921708,2,2,Layer_1
12.773213,6.430995,4,2,Layer_4
7.6945877,6.571327,3,2,Layer_6
12.303324,6.8330336,1,2,Layer_4
10.421812,6.675576,3,2,Layer_6
13.933053,3.2075212,0,2,Layer_3
10.818884,8.895539,1,2,Layer_5
4.7584186,8.635709,5,2,WM
11.78284,5.5669093,4,2,Layer_4
11.12946,6.9644465,4,2,Layer_4
9.641484,4.1536746,2,2,Layer_1
11.667878,4.202594,0,2,Layer_3
8.6632805,7.844709,3,2,Layer_6
4.6045613,7.177417,5,2,WM
10.902813,7.3853884,1,2,Layer_5
14.797986,6.261543,4,2,Layer_2
2.9897032,7.1753707,6,2,WM
10.930886,5.5654893,4,2,Layer_3
4.6678534,8.877758,6,2,WM
11.758525,3.3615503,0,2,Layer_2
12.628616,5.381567,4,2,Layer_3
14.075469,4.2451634,0,2,Layer_3
4.7096314,8.765826,6,2,WM
13.603669,3.3827438,0,2,Layer_2
12.60928,2.9579568,0,2,Layer_3
10.791135,7.739086,3,2,Layer_5
11.206018,5.205266,0,2,Layer_3
8.724654,8.470098,3,2,Layer_6
3.597517,8.265953,6,2,WM
14.179203,6.501109,4,2,Layer_4
3.888046,8.383347,6,2,WM
12.025398,7.6837606,1,2,Layer_5
3.62892,7.7631884,6,2,WM
12.226806,8.653639,1,2,Layer_5
8.70895,8.613401,3,2,Layer_6
10.741015,2.4328556,2,2,Layer_1
12.615038,5.2192335,4,2,Layer_3
2.2741735,8.282892,6,2,WM
11.348907,8.619475,1,2,Layer_5
13.640454,5.336059,4,2,Layer_3
8.86105,7.84621,3,2,Layer_6
14.666311,4.6465187,0,2,Layer_3
5.6468325,7.305403,5,2,WM
11.59955,6.4000287,4,2,Layer_5
14.215225,3.842071,0,2,Layer_2
12.362078,7.6753697,4,2,Layer_5
6.363015,8.893514,3,2,Layer_6
12.857682,2.7077222,0,2,Layer_2
12.391562,5.029419,4,2,Layer_3
2.2992015,6.833067,6,2,WM
10.090291,7.687311,1,2,Layer_5
14.739234,4.296275,0,2,Layer_2
10.689896,6.3183784,4,2,Layer_3
11.644717,9.222949,1,2,Layer_5
12.746267,3.0535378,0,2,Layer_2
10.33392,7.2634673,1,2,Layer_5
9.41083,7.4548717,3,2,Layer_6
12.6719675,3.915874,0,2,Layer_3
12.587704,3.4186196,0,2,Layer_2
10.617901,5.690218,2,2,Layer_3
4.499689,7.5659347,6,2,WM
3.7507262,7.654889,6,2,WM
4.8575344,7.1945925,5,2,WM
3.323458,8.151354,6,2,WM
8.051656,8.966143,3,2,Layer_6
10.445395,7.811272,1,2,Layer_5
14.319918,6.8127723,4,2,Layer_4
10.88573,1.8348765,2,2,Layer_1
14.470411,6.6023765,4,2,Layer_4
14.51735,6.2840285,4,2,Layer_3
11.332618,9.335658,1,2,Layer_5
10.339824,5.430614,2,2,Layer_3
8.458961,8.362241,3,2,Layer_6
13.6281395,4.3743663,0,2,Layer_3
10.252877,7.277879,1,2,Layer_5
12.159596,7.326359,1,2,Layer_5
4.8508105,7.595071,5,2,WM
13.448927,3.9320407,0,2,Layer_2
3.053333,8.035297,6,2,WM
10.506845,2.5364988,2,2,Layer_1
11.034366,8.939627,1,2,Layer_5
9.949137,6.859499,1,2,Layer_5
14.393805,6.1875215,4,2,Layer_3
10.954199,6.414613,3,2,WM
3.3143642,7.1138744,6,2,WM
11.870247,8.571817,1,2,Layer_5
13.113791,7.456112,4,2,Layer_3
12.389551,3.189113,0,2,Layer_3
13.0057955,3.773001,0,2,Layer_3
10.746707,7.4481816,1,2,Layer_5
5.182116,8.97685,5,2,WM
11.8778715,8.987665,1,2,Layer_5
12.819418,6.2558064,4,2,Layer_4
7.3736315,9.301897,3,2,WM
13.30476,6.4371953,4,2,Layer_4
11.647633,8.342425,1,2,Layer_5
13.4808035,6.960067,4,2,Layer_3
10.427586,8.043388,1,2,Layer_5
12.327124,5.698248,3,2,Layer_5
14.371426,4.0682,0,2,Layer_3
9.359258,4.7026463,2,2,Layer_1
12.560822,3.8143628,0,2,Layer_2
8.164179,9.0238495,3,2,Layer_6
13.4161825,6.752962,4,2,Layer_3
5.890467,7.588097,5,2,Layer_6
9.461771,3.8575506,2,2,Layer_1
13.238065,4.8934407,4,2,Layer_3
11.76422,2.8128111,2,2,Layer_1
10.037228,9.345399,1,2,Layer_5
6.4484353,8.676481,3,2,Layer_6
7.6311316,7.1912856,3,2,Layer_6
2.5697806,7.3774395,6,2,WM
13.0897455,4.5865355,0,2,Layer_3
11.990646,4.6120014,0,2,Layer_3
9.070404,6.828539,1,2,Layer_6
12.962793,6.3989396,4,2,Layer_3
7.203583,7.16064,3,2,Layer_6
7.036787,7.1020575,3,2,Layer_6
13.409882,4.1223116,0,2,Layer_3
8.808412,8.907923,3,2,Layer_5
12.80252,3.1609967,0,2,Layer_2
9.534178,9.386136,1,2,Layer_5
10.552457,8.897935,1,2,Layer_5
11.875,9.319616,1,2,Layer_5
7.832706,6.559034,3,2,Layer_6
14.444205,7.0461135,4,2,Layer_3
14.182617,4.2236223,0,2,Layer_3
4.346605,8.364322,5,2,WM
6.8833413,8.266171,3,2,Layer_6
12.363534,2.9172208,0,2,Layer_2
8.617087,7.08898,1,2,Layer_5
8.410883,7.1311717,3,2,Layer_6
8.9510565,6.2325077,3,2,Layer_6
10.407646,9.179368,1,2,Layer_5
11.407084,2.7217622,2,2,Layer_1
9.334515,4.905248,2,2,Layer_1
6.837222,7.911472,3,2,Layer_6
9.057338,8.298904,3,2,Layer_6
4.4175196,6.7743936,6,2,WM
11.982349,6.175225,4,2,Layer_5
11.784183,6.3074713,4,2,Layer_3
9.045775,6.706514,3,2,Layer_5
12.076824,8.110311,1,2,Layer_5
8.395773,6.6697364,1,2,Layer_6
14.402286,5.583576,4,2,Layer_3
12.173445,6.3782187,4,2,Layer_4
9.906658,6.4406166,1,2,Layer_5
12.071837,8.1388035,1,2,Layer_4
9.724321,9.232673,1,2,Layer_5
11.289715,7.250278,4,2,Layer_5
12.89884,7.641343,4,2,Layer_4
13.1266575,5.800127,4,2,Layer_3
10.497349,3.9481306,2,2,Layer_1
9.482802,4.605503,2,2,Layer_1
8.525793,9.281986,3,2,Layer_6
14.457015,7.137876,4,2,Layer_3
12.16197,7.5986958,4,2,Layer_5
8.8671055,8.709277,1,2,Layer_5
11.808463,2.3367605,2,2,Layer_1
8.787138,8.711516,3,2,Layer_6
13.895709,6.278936,4,2,Layer_3
8.4832,7.1314216,3,2,Layer_6
8.239671,7.058398,3,2,Layer_6
12.97851,6.324154,4,2,Layer_3
13.481509,3.3753676,0,2,Layer_3
3.7696755,6.6792235,6,2,WM
13.56649,5.675792,4,2,Layer_3
13.800913,5.335128,0,2,Layer_3
11.950652,6.9633555,4,2,Layer_4
12.741403,6.5359607,4,2,Layer_3
8.163095,8.893333,3,2,Layer_6
7.6824136,7.8534746,5,2,WM
7.673668,6.3479524,3,2,Layer_5
13.41608,6.3062286,1,2,Layer_4
10.699824,3.5737565,2,2,Layer_1
7.0888267,8.357766,3,2,Layer_6
7.9980907,6.647024,3,2,Layer_6
12.410036,3.7541165,0,2,Layer_2
12.620135,3.0036495,0,2,Layer_2
11.659938,1.2744421,2,2,Layer_2
10.04968,7.401927,1,2,Layer_5
13.233661,5.060676,4,2,Layer_3
7.3047667,5.890676,3,2,Layer_6
8.2266655,5.830842,3,2,Layer_6
8.44935,8.431757,3,2,Layer_6
2.979309,7.3292675,6,2,WM
12.523909,6.5762067,4,2,Layer_4
6.96134,6.417616,3,2,Layer_6
13.772571,7.9645443,4,2,Layer_5
8.14447,9.520734,3,2,Layer_6
10.190951,7.364401,1,2,Layer_5
7.7031593,6.8025837,3,2,Layer_6
13.335192,3.4109836,0,2,Layer_2
12.270885,5.4338684,4,2,Layer_4
4.1207805,7.8694315,5,2,WM
13.653827,3.4021213,0,2,Layer_3
10.351345,6.556322,3,2,Layer_6
11.357546,5.717282,4,2,Layer_3
8.144105,8.994964,3,2,Layer_6
8.428919,7.120491,3,2,Layer_6
12.487659,3.0035863,0,2,Layer_2
5.5592165,8.208026,5,2,WM
7.9932575,8.447509,3,2,Layer_6
2.5810444,7.9308033,6,2,WM
8.601211,6.875931,3,2,WM
8.463348,9.723714,3,2,Layer_6
9.942909,9.514731,1,2,Layer_5
5.2248535,7.428753,5,2,WM
6.4224606,8.919217,3,2,Layer_6
12.029513,7.2282033,1,2,Layer_5
11.486337,8.662981,1,2,Layer_5
13.953747,4.8379,0,2,Layer_3
11.826882,1.5891023,2,2,Layer_2
8.634767,7.567783,3,2,Layer_6
14.131693,6.4980483,4,2,Layer_3
9.90715,4.3748865,2,2,Layer_1
9.773814,3.904232,2,2,Layer_1
2.7149763,8.252082,6,2,WM
13.195232,6.0456734,4,2,Layer_4
13.471946,3.6618047,0,2,Layer_3
10.773898,3.475681,2,2,Layer_1
7.4211264,6.92718,3,2,Layer_6
11.038859,6.9240236,1,2,Layer_3
8.715509,5.9525075,3,2,Layer_6
14.642163,4.2085834,0,2,Layer_3
12.602729,6.667285,4,2,Layer_3
13.448654,3.0434344,0,2,Layer_2
3.3117294,7.545738,6,2,WM
13.274366,7.350267,4,2,Layer_3
14.056364,7.683761,3,2,WM
9.370383,8.106995,3,2,Layer_6
11.608607,9.528788,1,2,Layer_5
12.194316,4.5550537,4,2,Layer_3
2.4365962,7.0918612,6,2,WM
13.427965,4.770289,4,2,Layer_3
11.627621,5.5453863,4,2,Layer_4
13.797019,4.342072,0,2,Layer_3
12.28971,5.5361123,4,2,Layer_3
11.261299,4.6640472,0,2,Layer_3
5.6109266,7.3021793,5,2,WM
3.387385,8.56383,6,2,WM
10.710065,7.643894,1,2,Layer_5
10.762086,5.4838176,4,2,Layer_3
12.354188,4.037235,0,2,Layer_3
9.077714,8.815606,3,2,WM
9.974619,4.9813046,0,2,Layer_1
3.4330225,6.262359,5,2,WM
11.262005,7.717979,1,2,Layer_5
11.178689,8.893848,1,2,Layer_5
12.668909,1.6531862,2,2,Layer_2
10.811481,8.30163,1,2,Layer_5
9.64494,8.647958,1,2,Layer_5
13.036038,6.924116,4,2,Layer_4
8.02301,7.762096,3,2,Layer_6
11.842173,5.688702,4,2,Layer_3
11.907553,4.504302,0,2,Layer_3
8.811001,6.8884373,3,2,Layer_5
13.734782,4.087836,0,2,Layer_3
8.532784,7.8001127,3,2,Layer_6
13.771541,7.2539053,4,2,Layer_4
11.274143,7.482701,4,2,Layer_5
2.5780993,7.7303147,6,2,WM
13.557965,3.4573054,0,2,Layer_3
11.750258,2.3945298,2,2,Layer_2
2.1276176,7.869298,6,2,WM
10.515065,8.299732,1,2,Layer_5
2.2966325,7.226886,6,2,WM
2.5526311,7.1323304,5,2,WM
10.926633,8.321303,1,2,Layer_5
13.131476,3.3888552,0,2,Layer_2
13.618094,3.6177704,0,2,Layer_3
8.274703,7.106402,3,2,Layer_6
9.139744,6.7914605,3,2,Layer_5
9.523753,4.9611554,2,2,Layer_1
8.776675,8.472292,3,2,Layer_6
11.619807,8.296956,1,2,Layer_5
7.784604,7.352761,3,2,Layer_6
11.635445,2.4361687,2,2,Layer_1
9.950531,4.95292,2,2,Layer_1
11.106135,5.9277883,4,2,Layer_3
12.745366,6.212936,4,2,Layer_3
5.0320787,8.353079,5,2,WM
7.030053,9.115129,2,2,Layer_6
9.996871,4.093101,2,2,Layer_1
13.560685,8.084607,4,2,Layer_5
11.972021,8.886783,4,2,Layer_5
11.447341,5.679236,4,2,Layer_3
13.065982,5.449626,0,2,Layer_3
13.1508045,4.298956,0,2,Layer_3
14.188565,3.0342228,0,2,Layer_2
10.502726,8.719,1,2,Layer_5
10.925916,4.259331,2,2,Layer_3
14.609907,4.9825864,0,2,Layer_3
14.656581,5.3452716,4,2,Layer_3
11.619675,5.9940076,4,2,Layer_3
7.7616577,7.4881296,3,2,Layer_6
14.22496,7.3883176,4,2,Layer_3
7.2261987,7.7392893,3,2,WM
10.803743,2.1364439,2,2,Layer_1
2.6680741,7.0740676,6,2,WM
12.306076,6.698351,1,2,Layer_4
3.0704365,8.328054,6,2,WM
12.707772,5.0178475,4,2,Layer_3
10.897188,4.4656324,0,2,Layer_1
13.207536,5.617979,4,2,Layer_3
8.101014,6.563716,3,2,Layer_6
14.215154,7.2018,4,2,Layer_3
11.762728,5.0605364,0,2,Layer_3
5.4090014,8.830773,5,2,Layer_6
11.029644,7.5227866,1,2,Layer_4
11.435438,5.5403767,0,2,Layer_3
12.309449,1.4946197,2,2,Layer_1
11.823304,5.463558,4,2,Layer_3
10.33047,9.328184,1,2,Layer_5
13.224131,4.3974137,0,2,Layer_3
10.683191,4.803816,0,2,Layer_3
12.034199,2.95806,0,2,Layer_1
12.635816,2.9342153,0,2,Layer_2
14.484436,3.641201,0,2,Layer_3
9.627137,9.555094,1,2,Layer_5
12.588125,2.9813457,0,2,Layer_2
13.685484,5.861394,4,2,Layer_3
2.471948,7.6421895,6,2,WM
9.032102,6.95733,1,2,Layer_5
12.198277,6.575123,4,2,Layer_4
8.808377,9.410984,3,2,Layer_5
14.681128,6.5678215,4,2,Layer_3
12.300554,3.0673463,0,2,Layer_2
9.604193,3.9506216,2,2,Layer_1
13.4924135,5.3378286,4,2,Layer_3
12.416425,5.3885417,4,2,Layer_3
4.038454,7.4005303,6,2,WM
11.488092,4.305395,0,2,Layer_2
12.570324,6.3142576,1,2,Layer_5
12.525791,3.0956614,0,2,Layer_2
13.051763,6.0537515,4,2,Layer_3
3.619632,7.7604127,6,2,WM
4.8121467,7.3035803,5,2,WM
10.820268,7.824259,1,2,Layer_5
11.736996,7.3949814,4,2,Layer_4
8.2208185,7.3308725,3,2,Layer_5
5.1733837,8.911391,5,2,WM
11.238321,7.2262993,1,2,Layer_5
11.175368,2.4338348,2,2,Layer_2
12.768754,4.8147435,0,2,Layer_3
11.256901,4.022945,2,2,Layer_3
14.058531,6.054545,4,2,Layer_3
3.4749677,7.6645613,6,2,WM
11.118158,4.4821477,2,2,Layer_1
9.023511,7.6992407,1,2,Layer_6
7.321155,7.8274055,3,2,WM
12.47153,6.131691,4,2,Layer_3
11.382361,2.5232487,2,2,Layer_1
10.715009,4.7660093,2,2,Layer_1
13.216334,3.0041552,0,2,Layer_3
10.456615,4.5506253,2,2,Layer_1
14.792285,5.710912,4,2,Layer_3
11.567039,5.9950957,4,2,Layer_3
11.572179,3.4985163,2,2,Layer_2
13.998751,3.2030141,0,2,Layer_3
12.584803,5.992959,4,2,Layer_3
12.932038,2.9765954,2,2,Layer_2
10.694457,5.4133735,0,2,Layer_3
3.2131557,7.6164665,5,2,WM
6.8124747,7.972377,3,2,Layer_6
10.457684,8.015976,1,2,Layer_5
10.212195,9.072826,1,2,Layer_5
12.233393,6.458818,4,2,Layer_4
8.308683,6.151369,3,2,Layer_6
6.429315,8.952308,3,2,Layer_6
13.401415,5.0857153,4,2,Layer_3
9.53646,4.3263607,2,2,Layer_1
13.785246,3.7880569,0,2,Layer_3
4.6783905,7.51932,5,2,WM
12.253534,7.328177,4,2,Layer_5
11.099166,8.839774,1,2,Layer_5
4.3605356,8.603751,6,2,WM
12.824696,5.3847537,0,2,Layer_3
10.676111,6.9719553,1,2,Layer_5
14.197508,3.9767694,0,2,Layer_3
11.298547,9.673871,1,2,Layer_5
13.8893,2.8899136,0,2,Layer_2
10.343775,6.0112004,3,2,Layer_5
8.660382,9.156322,3,2,Layer_6
10.048694,4.4604664,2,2,Layer_1
2.671745,7.399376,6,2,WM
7.428226,8.974517,3,2,Layer_6
14.573138,6.754636,4,2,Layer_3
14.22278,3.3377783,0,2,Layer_2
11.382192,5.155244,4,2,Layer_3
11.782304,8.99764,1,2,Layer_5
12.2442255,2.767615,0,2,Layer_2
2.525466,8.2126255,6,2,WM
7.871126,7.959475,3,2,Layer_5
12.664559,7.1026773,4,2,Layer_4
13.119082,6.5346484,4,2,Layer_4
7.438027,6.50477,3,2,WM
13.747245,4.0090184,0,2,Layer_3
14.405934,3.1332023,0,2,Layer_3
7.64022,7.5242667,3,2,Layer_6
3.0140915,8.272367,6,2,WM
8.248517,6.05027,3,2,Layer_6
8.74706,9.211639,3,2,Layer_6
12.688901,6.2114534,4,2,Layer_3
13.086898,6.0507164,4,2,Layer_3
2.172491,7.3780055,6,2,WM
11.81778,4.256343,0,2,Layer_2
13.533738,5.005375,4,2,Layer_3
12.799981,4.008427,0,2,Layer_2
13.107487,6.7034535,4,2,Layer_4
4.2601314,8.332588,6,2,WM
9.903174,6.8215594,1,2,Layer_5
7.9345326,7.430525,3,2,Layer_6
12.382525,4.1663256,0,2,Layer_3
11.230681,7.5279284,1,2,Layer_5
11.273084,2.9263399,0,2,Layer_2
14.066564,2.7968366,0,2,Layer_2
13.065602,2.6689878,0,2,Layer_2
2.9344862,7.7077518,6,2,WM
14.565846,5.142981,4,2,Layer_3
3.9944208,8.480836,6,2,WM
8.768206,5.5333915,3,2,Layer_6
9.986128,3.2377899,2,2,Layer_1
11.846476,7.8358583,1,2,Layer_4
13.090826,7.7969327,4,2,Layer_4
12.437674,7.448608,1,2,Layer_5
14.463327,5.8444057,4,2,Layer_3
10.756658,6.5563483,4,2,Layer_5
3.9905913,7.3306375,6,2,WM
11.788728,9.177737,1,2,Layer_5
10.400102,8.475679,1,2,Layer_5
11.929363,7.5300837,1,2,Layer_4
13.691418,2.2749214,0,2,Layer_2
13.6059065,2.7892015,0,2,Layer_3
5.6655016,7.196649,5,2,WM
10.069423,5.3846564,2,2,Layer_1
13.536063,2.5551844,0,2,Layer_2
8.936901,7.6791105,3,2,Layer_5
10.793773,7.4094195,1,2,Layer_5
8.997261,9.161156,3,2,Layer_6
14.829027,4.346095,0,2,Layer_3
12.546641,3.1067588,0,2,Layer_2
9.564032,6.2255716,3,2,Layer_6
12.747047,5.1202645,0,2,Layer_3
3.038528,8.343116,6,2,WM
12.660233,5.2931952,4,2,Layer_3
8.472898,6.7244105,3,2,Layer_6
11.276306,6.2541475,4,2,Layer_4
4.206495,7.5641584,6,2,WM
12.562167,5.7435308,4,2,Layer_3
4.9498715,7.538633,5,2,WM
11.185422,4.3572803,2,2,Layer_3
8.316318,9.432835,3,2,Layer_5
13.037504,4.371406,0,2,Layer_3
9.552242,3.8811154,2,2,Layer_1
10.44742,7.217393,1,2,Layer_5
13.474566,3.856947,0,2,Layer_3
5.0401115,8.098146,5,2,WM
13.263291,6.534497,4,2,Layer_3
5.0425787,8.244372,5,2,WM
6.673906,6.9098687,5,2,WM
11.6851845,9.308463,1,2,Layer_5
5.242727,8.771515,5,2,WM
12.572336,4.38389,0,2,Layer_2
13.061277,4.938375,4,2,Layer_3
11.909726,5.5711565,4,2,Layer_5
3.0609114,7.542526,6,2,WM
13.945334,2.8984194,0,2,Layer_2
4.0843368,7.060674,6,2,WM
11.300183,9.330201,1,2,Layer_5
11.925378,6.909596,4,2,Layer_4
8.467751,6.9701624,3,2,Layer_5
13.037125,4.987696,0,2,Layer_3
12.096552,8.474896,1,2,Layer_5
11.9668255,3.0924165,4,2,Layer_3
4.516006,8.777361,6,2,WM
9.226203,8.245494,3,2,Layer_6
12.030114,8.920676,1,2,Layer_5
10.2294235,3.2736206,2,2,Layer_1
4.6788454,7.231225,5,2,WM
7.904805,8.238969,3,2,Layer_6
11.628839,7.484559,4,2,Layer_4
12.527034,4.86887,4,2,Layer_3
6.8893704,8.851794,3,2,Layer_6
11.893246,7.9860044,1,2,Layer_5
8.798316,8.261451,5,2,WM
8.233034,8.738818,3,2,Layer_6
6.3989015,8.080835,5,2,WM
8.299621,6.6924253,3,2,Layer_6
3.7835803,8.378204,6,2,WM
14.144173,4.317628,0,2,Layer_3
12.861612,3.9472349,0,2,Layer_2
14.197439,4.2508965,0,2,Layer_3
7.8454223,7.3017316,3,2,Layer_6
10.192149,4.2303576,2,2,Layer_1
11.140744,4.7806215,4,2,Layer_4
14.510332,6.943301,4,2,Layer_3
6.27349,9.074141,5,2,Layer_6
11.8716345,8.267248,1,2,Layer_5
11.306903,2.3359299,2,2,Layer_1
11.309344,7.598785,1,2,Layer_5
2.6943603,6.5867352,5,2,WM
11.735346,7.24508,1,2,Layer_5
11.862027,5.2906876,0,2,Layer_3
4.3010235,7.7832327,6,2,WM
13.2103405,6.3914185,4,2,Layer_5
8.733617,7.065277,3,2,Layer_6
8.829693,5.7472596,1,2,Layer_5
10.685699,2.0167992,2,2,Layer_1
6.450659,7.904559,5,2,WM
10.59339,8.903701,1,2,Layer_5
2.6515858,8.178415,6,2,WM
11.307935,5.448577,3,2,Layer_6
8.037804,8.860683,3,2,Layer_6
13.666694,3.2901435,0,2,Layer_2
3.73467,8.000444,6,2,WM
10.715195,7.163066,1,2,Layer_4
11.461806,3.847804,0,2,Layer_3
4.7468004,8.6961155,6,2,WM
13.738848,5.97165,4,2,Layer_3
11.852862,4.2664633,2,2,Layer_3
12.966118,5.7171245,4,2,Layer_3
7.9810753,8.846757,3,2,Layer_6
13.731165,3.9832876,0,2,Layer_3
6.873443,8.128006,3,2,Layer_6
7.6551547,5.910617,3,2,Layer_6
12.444732,3.9440413,0,2,Layer_3
9.714856,4.7271457,2,2,Layer_1
